,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
9355,4.675,3,1.0,1830,6453,1.0,0.0,0.0,4,7,1830,0,1956,0.0,98125,47.7139,-122.288,1670,8012
8055,2.0,3,1.0,1040,8925,1.0,0.0,0.0,4,6,1040,0,1961,0.0,98023,47.3265,-122.335,1040,8925
4640,5.6,4,3.0,2170,5764,2.0,0.0,0.0,3,8,2170,0,1992,0.0,98029,47.5673,-121.999,2010,5681
1331,4.3,4,3.75,2452,4800,2.0,0.0,0.0,3,7,2452,0,1936,1994.0,98055,47.4744,-122.213,1180,4800
16506,11.8,3,1.75,1610,7200,1.0,0.0,0.0,3,8,1090,520,1973,0.0,98112,47.6279,-122.287,3790,7200
9152,7.48,4,2.5,3220,8379,2.0,0.0,0.0,3,10,3220,0,2004,0.0,98034,47.7043,-122.192,2720,7635
14982,2.6995,4,2.5,2540,8400,2.0,0.0,0.0,5,7,2540,0,1977,0.0,98032,47.3754,-122.277,1600,8050
116,5.185,3,3.5,1590,1102,3.0,0.0,0.0,3,8,1590,0,2010,0.0,98103,47.6824,-122.347,1620,3166
19517,4.5,2,1.0,1180,10720,1.0,0.0,0.0,4,7,1180,0,1955,0.0,98007,47.5893,-122.135,1420,10750
4824,4.04,4,3.0,4060,35621,1.0,0.0,0.0,3,9,2030,2030,1989,0.0,98092,47.3059,-122.108,2950,35259
17970,3.51,1,0.75,930,6600,1.0,0.0,0.0,3,6,930,0,1924,0.0,98125,47.7127,-122.296,1590,6600
20764,3.8,4,1.0,1200,2171,1.5,0.0,0.0,3,7,1200,0,1933,0.0,98133,47.7076,-122.342,1130,1598
9721,2.56,4,1.75,1270,6825,1.0,0.0,2.0,3,7,1270,0,1950,0.0,98178,47.5051,-122.242,1800,6930
12544,3.25,3,2.25,2480,8755,2.0,0.0,0.0,3,8,2480,0,1979,0.0,98058,47.4543,-122.125,2280,9940
7984,6.22,3,1.5,1650,3150,1.5,0.0,0.0,4,8,1650,0,1929,0.0,98122,47.6156,-122.297,1650,4500
7815,1.9995,3,1.0,1340,7260,1.5,0.0,0.0,3,6,1340,0,1944,0.0,98178,47.4934,-122.237,1210,7260
584,2.685,4,1.75,1420,7500,1.0,0.0,0.0,4,7,1080,340,1981,0.0,98031,47.4025,-122.176,1500,7260
4565,1.4,3,1.0,1240,8000,1.0,0.0,0.0,4,6,1040,200,1954,0.0,98198,47.4204,-122.316,1240,8000
4441,3.6,4,3.0,2483,6870,2.0,0.0,0.0,3,8,2483,0,2005,0.0,98030,47.3627,-122.199,1943,6434
17588,1.15,3,1.0,1080,6250,1.0,0.0,0.0,2,5,1080,0,1950,0.0,98168,47.5045,-122.33,1070,6250
16141,4.65,4,2.25,2140,7701,1.0,0.0,0.0,4,7,1470,670,1977,0.0,98034,47.7213,-122.171,2130,8050
20055,4.85,4,3.5,3273,5115,2.0,0.0,0.0,3,8,2671,602,2014,0.0,98055,47.4477,-122.204,2996,5100
6256,6.75,3,1.5,2510,3600,2.5,0.0,0.0,4,8,2510,0,1907,0.0,98112,47.6195,-122.313,1740,1885
1986,6.275,4,1.0,1560,4080,1.5,0.0,0.0,3,7,1560,0,1923,0.0,98103,47.6711,-122.331,1890,4080
2729,2.83,3,1.0,1740,5247,1.0,0.0,0.0,3,7,1270,470,1947,0.0,98168,47.5049,-122.329,1070,5636
15550,2.37,3,1.5,960,7400,1.0,0.0,0.0,3,7,960,0,1962,0.0,98198,47.3798,-122.306,1640,8060
9692,1.745,2,1.0,1010,5200,1.0,0.0,0.0,3,7,1010,0,1955,0.0,98198,47.4166,-122.323,1580,7500
5361,2.2,3,1.0,1060,9126,1.0,0.0,2.0,5,7,1060,0,1956,0.0,98022,47.201,-121.999,1300,9126
3784,8.16,3,1.5,1180,8545,1.0,0.0,0.0,3,8,1180,0,1952,0.0,98004,47.624,-122.2,1660,9000
12370,2.07,3,1.75,1180,21275,1.0,0.0,0.0,4,6,1180,0,1958,0.0,98038,47.4018,-122.037,1490,35100
1353,10.8,3,2.5,3280,10302,1.0,0.0,0.0,3,10,1680,1600,1970,0.0,98115,47.6948,-122.286,1550,6300
17431,7.5,5,3.0,2230,8560,1.0,0.0,0.0,3,8,1150,1080,1960,2014.0,98008,47.6154,-122.115,2040,8560
14014,2.89,3,2.5,1970,9607,2.0,0.0,0.0,3,7,1090,880,1988,0.0,98001,47.3462,-122.286,2020,9608
7577,2.05,3,1.0,1290,6566,1.0,0.0,0.0,5,7,1290,0,1976,0.0,98023,47.3004,-122.377,1690,6860
17059,3.9,3,1.5,1000,13991,1.0,0.0,0.0,4,7,1000,0,1956,0.0,98006,47.5643,-122.138,1520,11465
13527,4.2,4,2.5,1940,5414,2.0,0.0,0.0,3,8,1940,0,1997,0.0,98108,47.5461,-122.299,2050,6307
11818,3.99,3,2.0,1940,16300,1.0,0.0,0.0,3,7,1140,800,1978,0.0,98155,47.774,-122.283,1940,11250
3794,6.8,4,2.5,2700,37431,1.0,0.0,0.0,4,8,1600,1100,1978,0.0,98072,47.7258,-122.117,2290,37431
4216,15.7,4,2.25,2890,18226,3.0,1.0,4.0,3,10,2890,0,1984,0.0,98056,47.5169,-122.209,2870,11151
20024,4.15,3,2.5,2280,6031,2.0,0.0,0.0,3,8,2280,0,2011,0.0,98019,47.7322,-121.966,2430,7200
10536,3.695,3,1.5,1650,9957,1.0,0.0,0.0,4,7,1100,550,1961,0.0,98125,47.7303,-122.298,1650,7957
16193,8.65,4,2.0,2750,5527,2.0,0.0,0.0,3,8,2130,620,1901,1987.0,98119,47.6513,-122.368,1290,1764
14186,13.4,3,3.0,2960,5500,2.0,0.0,2.0,3,10,2440,520,1937,1990.0,98199,47.6356,-122.402,2960,5876
11807,2.0699,3,1.0,1330,9620,1.0,0.0,0.0,5,6,1330,0,1976,0.0,98092,47.3174,-122.127,1300,10360
11790,2.7875,2,2.0,800,5765,1.0,0.0,0.0,4,6,800,0,1936,0.0,98133,47.7024,-122.346,1160,3844
12192,13.0,5,4.0,3366,7800,2.5,0.0,2.0,3,8,2966,400,1937,0.0,98199,47.6466,-122.391,2340,6000
19554,6.1979,3,1.75,1040,5097,1.0,0.0,0.0,4,7,800,240,1944,0.0,98199,47.6385,-122.401,1630,5097
17283,3.64,4,1.0,1020,11383,1.5,0.0,0.0,5,6,1020,0,1947,0.0,98155,47.7429,-122.321,1290,11213
3043,4.45,4,2.5,2170,5257,2.0,0.0,0.0,3,7,2170,0,1989,0.0,98115,47.6999,-122.305,1430,7528
4146,2.606,2,1.0,810,4560,1.0,0.0,0.0,3,7,810,0,1928,0.0,98126,47.5425,-122.376,1490,4560
10338,3.85,2,2.5,1760,3710,1.0,0.0,0.0,3,8,1130,630,1988,0.0,98072,47.7335,-122.16,1760,4200
483,5.25,3,1.5,1350,6000,1.0,0.0,2.0,3,7,900,450,1950,0.0,98136,47.5275,-122.391,1730,6012
6435,1.65,3,1.0,1380,7334,1.0,0.0,0.0,3,7,980,400,1981,0.0,98055,47.4339,-122.192,1910,7859
11425,4.4,3,1.0,1250,8412,1.0,0.0,0.0,4,7,1250,0,1975,0.0,98052,47.7012,-122.131,1840,8976
1188,4.05,3,1.75,1760,5355,1.0,0.0,0.0,3,7,1160,600,1956,0.0,98118,47.5368,-122.267,1790,6225
15220,4.5,3,2.25,2450,42180,1.0,0.0,0.0,4,7,2450,0,1978,2000.0,98042,47.3549,-122.111,1440,42180
12318,1.62248,2,1.0,800,8960,1.0,0.0,0.0,4,6,800,0,1944,0.0,98058,47.4756,-122.174,850,8082
20844,4.99,2,1.5,1110,957,2.0,0.0,0.0,3,8,930,180,2005,0.0,98119,47.6319,-122.362,1680,1104
17258,3.5,2,1.0,720,5820,1.0,0.0,1.0,5,6,720,0,1950,0.0,98028,47.7598,-122.255,952,5820
12803,7.6,5,2.0,3920,5250,1.5,0.0,0.0,5,7,2560,1360,1910,0.0,98144,47.5798,-122.294,1830,4240
7688,3.94,3,2.5,2550,5349,2.0,0.0,0.0,3,7,2550,0,2004,0.0,98038,47.3504,-122.026,2640,5400
3227,5.11718,2,1.75,1700,5000,1.0,0.0,0.0,3,6,850,850,1915,0.0,98117,47.6787,-122.363,1690,5000
6802,8.0,2,1.0,1050,8750,1.0,0.0,0.0,4,7,1050,0,1951,0.0,98004,47.6294,-122.215,3360,20115
11924,8.75909,4,2.5,3610,13292,2.0,0.0,0.0,3,10,3610,0,1996,0.0,98075,47.5868,-121.974,3000,10776
1541,8.6,3,1.75,2180,14135,1.0,0.0,2.0,5,8,1300,880,1947,0.0,98033,47.673,-122.187,3540,10318
15397,5.02,3,2.5,1870,9135,1.0,0.0,0.0,3,7,1250,620,1984,0.0,98074,47.6269,-122.06,1550,9100
20784,3.78,3,2.5,1650,2082,3.0,0.0,0.0,3,8,1650,0,2007,0.0,98133,47.7108,-122.332,1650,1965
8262,1.9,3,1.75,1270,7875,1.0,0.0,0.0,4,7,1270,0,1980,0.0,98030,47.3696,-122.17,1830,7210
11246,3.799,3,2.0,3110,44967,2.0,0.0,0.0,3,9,3020,90,1999,0.0,98058,47.4343,-122.082,2150,44967
17468,3.4,3,1.75,1960,8136,1.0,0.0,0.0,3,7,980,980,1948,0.0,98106,47.5208,-122.364,1070,7480
18140,7.25,4,2.25,2880,8882,2.0,0.0,0.0,4,8,2480,400,1965,0.0,98115,47.6999,-122.284,2460,9610
18649,2.49,3,2.5,1850,7200,1.0,0.0,0.0,3,7,1500,350,1979,0.0,98023,47.3063,-122.384,2140,7500
3553,4.025,4,2.0,1650,3504,1.0,0.0,0.0,3,7,760,890,1951,2013.0,98144,47.5803,-122.294,1480,3504
5888,2.95,4,2.5,2350,8906,2.0,0.0,0.0,3,7,2350,0,1993,0.0,98031,47.4205,-122.215,2000,8165
17101,1.825,3,1.0,910,7194,1.0,0.0,0.0,4,7,910,0,1971,0.0,98001,47.3337,-122.275,1530,7200
8672,2.7,3,1.5,1610,8375,2.0,0.0,0.0,3,7,1610,0,1927,0.0,98155,47.7527,-122.306,1610,9107
3692,3.5,3,1.75,1820,9545,1.0,0.0,0.0,3,7,1230,590,1976,0.0,98155,47.7772,-122.296,1790,9530
18401,4.1,3,2.5,3040,6054,2.0,0.0,0.0,3,9,3040,0,2005,0.0,98042,47.3508,-122.163,2650,6054
11968,10.1,4,4.5,4225,284011,2.0,0.0,0.0,4,11,4225,0,1985,0.0,98074,47.6118,-122.024,2870,14576
8528,5.99,4,2.5,2790,230868,2.0,0.0,0.0,3,8,2790,0,1989,0.0,98077,47.7647,-122.019,1590,217800
9991,4.65,3,1.5,2020,11358,1.0,0.0,0.0,4,6,1190,830,1956,0.0,98033,47.6641,-122.185,2370,9520
20800,11.1,5,2.75,3300,7560,2.0,0.0,0.0,3,10,3300,0,2007,0.0,98052,47.6467,-122.118,3150,8580
4661,5.602,3,2.5,1990,3984,2.0,0.0,0.0,3,8,1990,0,2004,0.0,98075,47.5914,-122.017,2320,3984
9660,3.57,4,2.5,2380,7066,2.0,0.0,0.0,4,7,2380,0,1997,0.0,98031,47.3982,-122.172,2310,8127
12941,3.05,3,1.0,820,5150,1.0,0.0,0.0,5,6,820,0,1918,0.0,98118,47.5514,-122.284,1100,5150
10495,9.1,4,2.5,3170,32430,2.5,0.0,0.0,3,10,3170,0,1989,0.0,98053,47.6903,-122.056,3360,35610
17295,1.475,3,1.75,1010,6552,1.0,0.0,0.0,3,7,1010,0,1969,0.0,98042,47.375,-122.117,1010,6552
6938,4.99,3,2.5,2090,8505,2.0,0.0,0.0,3,8,2090,0,1951,1977.0,98177,47.7195,-122.371,1640,8100
1692,3.26,3,2.5,1782,1577,3.0,0.0,0.0,3,7,1782,0,2000,0.0,98125,47.7114,-122.301,1550,1744
1167,2.747,4,2.0,2440,9600,1.0,0.0,0.0,5,7,1220,1220,1963,0.0,98031,47.4142,-122.179,1370,9600
10240,2.12644,3,1.0,1570,9650,1.5,0.0,0.0,5,5,1570,0,1922,0.0,98010,47.3531,-121.982,1330,9650
4209,4.8068,3,2.5,1730,4924,2.0,0.0,0.0,3,8,1730,0,1996,0.0,98029,47.5672,-122.005,1610,4313
20531,3.625,3,3.5,1710,2212,2.0,0.0,0.0,3,7,1400,310,2013,0.0,98126,47.5459,-122.368,1580,2212
10633,4.25,3,2.25,1800,7371,1.0,0.0,0.0,3,7,1280,520,1979,0.0,98072,47.7584,-122.145,1960,7675
13462,3.3,3,1.0,1060,20040,1.0,0.0,0.0,3,6,1060,0,1943,0.0,98034,47.7281,-122.235,1768,10800
20602,6.1,2,2.0,1210,740,2.0,0.0,0.0,3,8,780,430,2014,0.0,98112,47.6206,-122.3,1480,1171
21446,5.35,3,2.75,1320,1125,3.0,0.0,0.0,3,8,1320,0,2008,0.0,98103,47.6598,-122.348,1320,1266
11648,3.55,3,1.0,1200,16000,1.0,0.0,0.0,3,7,1200,0,1970,0.0,98072,47.7452,-122.101,1960,15500
630,2.18,3,1.0,960,9633,1.0,0.0,0.0,5,6,960,0,1982,0.0,98022,47.1951,-122.001,1080,8610
3153,8.3,4,3.0,2020,6000,1.0,0.0,0.0,3,8,1220,800,1968,2015.0,98199,47.6563,-122.401,1400,6000
14710,3.5,4,2.25,2220,6953,2.0,0.0,0.0,4,8,2220,0,1999,0.0,98038,47.3509,-122.041,2240,6716
10135,5.965,4,2.25,1770,8505,2.0,0.0,0.0,3,8,1770,0,1986,0.0,98052,47.6904,-122.102,1880,8939
20520,4.41,2,1.0,1290,1289,2.0,0.0,0.0,3,7,1030,260,2005,0.0,98144,47.6006,-122.305,1290,1332
5536,3.855,3,2.0,1540,7947,1.0,0.0,0.0,3,7,1120,420,1961,0.0,98011,47.7605,-122.217,1910,7950
5894,5.95,2,1.5,870,4800,1.0,0.0,0.0,3,7,870,0,1924,0.0,98119,47.6509,-122.37,2090,4800
9876,5.3,3,1.75,1520,9605,1.0,0.0,0.0,3,7,1520,0,1975,0.0,98052,47.667,-122.142,2040,9900
13200,6.75,4,3.0,2780,5000,1.5,0.0,0.0,5,7,1710,1070,1919,0.0,98116,47.5721,-122.381,1150,5000
17109,1.8,2,1.0,770,9370,1.0,0.0,0.0,3,7,770,0,1947,0.0,98155,47.762,-122.321,1060,9352
15565,5.65,4,2.75,3130,139392,2.0,0.0,0.0,4,9,3130,0,1981,0.0,98030,47.3535,-122.19,2720,104544
17518,5.0,4,2.25,2050,7201,2.0,0.0,0.0,3,8,2050,0,1994,0.0,98033,47.7003,-122.165,1970,7350
4887,9.52,2,1.75,3490,88909,1.0,0.0,3.0,3,10,2320,1170,1980,0.0,98006,47.5462,-122.112,3490,40185
4926,3.0,5,3.0,1940,6355,1.0,0.0,0.0,3,8,1200,740,2007,0.0,98168,47.49800000000001,-122.322,1940,5033
17110,7.7,4,2.5,3210,14910,2.0,0.0,0.0,3,10,3210,0,1995,0.0,98074,47.6073,-122.062,3280,14910
4733,4.25,3,2.25,1260,3000,2.0,0.0,0.0,3,7,1260,0,2003,0.0,98029,47.5454,-121.997,1630,3042
9322,2.685,4,1.75,1670,8000,1.0,0.0,0.0,4,8,1670,0,1974,0.0,98023,47.3193,-122.383,1720,8000
9207,3.4,3,1.75,3400,46382,1.0,0.0,0.0,3,7,2050,1350,1979,0.0,98053,47.6458,-121.955,2320,20624
4217,3.7926,3,2.5,1730,7202,1.0,0.0,0.0,3,7,1330,400,1991,0.0,98198,47.4099,-122.329,2100,8125
12611,2.8,4,1.0,1880,6288,1.0,0.0,0.0,3,7,1120,760,1974,0.0,98178,47.5101,-122.259,1880,6334
10759,6.0,3,1.75,1310,5000,2.0,0.0,0.0,4,7,1310,0,1901,0.0,98107,47.6722,-122.379,1270,4750
10877,4.35,4,2.25,2210,14073,1.0,0.0,0.0,3,8,1630,580,1978,0.0,98059,47.4774,-122.142,2340,11340
1455,2.5,1,1.0,660,2600,1.0,0.0,0.0,3,6,660,0,1919,0.0,98144,47.5723,-122.304,1560,5445
9089,5.35,3,2.5,2390,6263,2.0,0.0,0.0,3,9,2390,0,2003,0.0,98028,47.7379,-122.248,2390,11761
20527,3.905,3,2.25,1530,1279,2.0,0.0,0.0,3,7,1116,414,2007,0.0,98177,47.7035,-122.357,1320,1427
10486,7.8,3,3.5,3190,6776,2.0,0.0,0.0,3,10,3190,0,1998,0.0,98074,47.6348,-122.064,3230,7189
20976,4.14,3,2.5,2490,4540,2.5,0.0,0.0,3,8,2490,0,2012,0.0,98059,47.5051,-122.155,2640,3844
7996,8.6,4,2.5,3070,6923,2.0,0.0,0.0,3,9,3070,0,2009,0.0,98033,47.669,-122.172,2190,9218
3381,25.4,5,4.75,5410,13431,2.0,0.0,0.0,4,10,5050,360,1941,0.0,98112,47.6306,-122.288,3750,11596
15310,5.99,5,2.75,2730,22572,1.0,0.0,0.0,3,7,2080,650,1968,1992.0,98075,47.5951,-122.037,2260,15458
7534,4.11,5,1.75,2860,12293,1.0,0.0,0.0,4,8,1430,1430,1947,0.0,98133,47.7385,-122.348,1920,18110
9570,5.45,3,2.5,1940,9775,1.0,0.0,2.0,3,8,1440,500,1975,0.0,98034,47.7142,-122.222,2830,9775
10402,8.1,4,3.5,3980,209523,2.0,0.0,2.0,3,9,3980,0,2006,0.0,98024,47.5574,-121.89,2220,65775
8357,4.145,3,1.0,1050,6002,1.0,0.0,0.0,3,7,840,210,1941,0.0,98115,47.6988,-122.316,1180,6003
4806,2.55,2,1.0,940,9330,1.0,0.0,0.0,3,6,940,0,1941,0.0,98118,47.5445,-122.273,1900,6145
14912,9.25,3,3.25,2610,4500,1.5,0.0,0.0,4,9,1660,950,1909,0.0,98103,47.6701,-122.339,2110,4500
425,2.45,3,2.5,1530,8500,1.0,0.0,0.0,5,7,1030,500,1996,0.0,98038,47.3592,-122.046,1850,8140
2353,11.9,4,3.5,4340,217800,2.0,0.0,0.0,3,11,4340,0,2003,0.0,98053,47.6471,-122.013,3430,219106
10081,3.65,4,2.5,2140,7350,2.0,0.0,0.0,3,8,2140,0,1985,0.0,98058,47.4483,-122.124,2120,8395
16515,5.05,4,2.5,2780,6369,1.0,0.0,0.0,3,8,1590,1190,1978,0.0,98034,47.7284,-122.216,2170,7490
10293,6.01,4,3.5,2160,3600,2.0,0.0,0.0,3,8,1660,500,1998,0.0,98122,47.6103,-122.297,1230,3840
14282,7.835,3,2.5,2850,7130,2.0,0.0,0.0,3,10,1990,860,1980,0.0,98122,47.603,-122.289,2280,6459
18190,8.18,3,3.25,2200,4800,2.0,0.0,2.0,3,7,1910,290,1943,1996.0,98103,47.6551,-122.353,1410,4800
4902,4.75,4,2.5,3150,5757,2.0,0.0,0.0,3,9,3150,0,2004,0.0,98058,47.4568,-122.117,3100,5757
2911,7.38,5,3.5,2790,16952,2.0,0.0,2.0,3,10,1970,820,1991,0.0,98166,47.4384,-122.347,2980,17281
5420,5.25,6,3.0,2880,7560,2.0,0.0,0.0,3,7,2880,0,1980,0.0,98144,47.5959,-122.3,1470,1815
15513,2.95,3,1.75,1520,6559,1.0,0.0,0.0,4,7,1170,350,1992,0.0,98038,47.35,-122.037,1520,6095
10408,3.3,3,1.75,1590,9417,1.0,0.0,0.0,4,7,1590,0,1954,0.0,98177,47.7617,-122.36,1600,9272
2922,3.53,3,2.5,1250,864,3.0,0.0,0.0,3,8,1250,0,2004,0.0,98115,47.6978,-122.318,1330,2298
16360,3.321,5,3.5,2660,6978,2.0,0.0,0.0,3,8,1980,680,1996,0.0,98092,47.2631,-122.212,2220,7294
4828,2.85,1,1.5,810,3211,2.0,0.0,0.0,4,7,810,0,1982,0.0,98033,47.6939,-122.184,1320,3298
6992,3.562,3,2.0,1690,10062,1.0,0.0,2.0,5,7,940,750,1928,0.0,98178,47.5102,-122.241,2390,6650
15823,4.4,4,2.5,2880,8061,2.0,0.0,0.0,3,9,2880,0,1988,0.0,98058,47.43899999999999,-122.152,2650,7660
4901,3.95,3,1.5,1280,15028,1.0,0.0,0.0,3,7,1280,0,1982,0.0,98074,47.6304,-122.035,1470,13698
4047,3.39888,3,1.0,1040,7490,1.0,0.0,0.0,3,7,1040,0,1969,0.0,98034,47.7137,-122.213,1520,7410
20029,2.75,3,2.5,2217,8019,2.0,0.0,0.0,3,7,2217,0,2009,0.0,98001,47.2776,-122.251,1470,8037
9881,4.2,3,2.5,1810,7210,1.0,0.0,0.0,5,7,1210,600,1968,0.0,98059,47.5067,-122.163,1770,7210
2801,4.78,3,1.0,1280,2580,1.5,0.0,0.0,3,8,1280,0,1910,2014.0,98115,47.6727,-122.32,1410,3150
4726,5.38,4,2.5,3260,10032,1.0,0.0,0.0,3,8,1960,1300,1978,0.0,98125,47.7203,-122.323,1802,7249
6274,7.992,6,3.0,2890,2370,2.5,0.0,0.0,3,7,2290,600,1906,0.0,98102,47.6227,-122.323,2180,2460
4633,3.1675,3,2.5,1256,1154,3.0,0.0,0.0,3,7,1256,0,2005,0.0,98125,47.7146,-122.311,1309,1232
18773,3.3,5,1.75,2100,7347,1.0,0.0,0.0,3,7,1070,1030,1981,0.0,98028,47.7751,-122.268,2170,9418
3736,2.22,2,2.0,1360,3300,2.0,0.0,0.0,3,6,1360,0,2004,0.0,98038,47.3489,-122.022,1310,3300
5221,2.2745,2,1.0,660,6509,1.0,0.0,0.0,4,5,660,0,1952,0.0,98056,47.4938,-122.171,970,5713
7084,4.82,2,2.25,1350,1248,2.0,0.0,0.0,3,7,1180,170,2000,0.0,98102,47.6399,-122.32,1760,3360
841,3.2,3,1.0,1340,5175,1.0,0.0,0.0,3,7,940,400,1987,0.0,98133,47.7321,-122.34,1020,5500
5783,3.1,5,2.25,2600,9600,1.0,0.0,2.0,4,8,1810,790,1969,0.0,98023,47.3257,-122.365,2070,9660
2485,3.35,2,2.0,1350,2560,1.0,0.0,0.0,3,8,1350,0,1976,0.0,98052,47.6344,-122.107,1790,2560
11251,9.51,3,2.25,3400,12825,1.0,0.0,1.0,3,9,3400,0,1961,0.0,98118,47.5435,-122.26,2510,11574
5793,6.57,4,2.5,2180,3375,1.5,0.0,0.0,4,7,1420,760,1926,0.0,98117,47.6846,-122.361,1560,3375
7462,3.19,4,2.25,2380,7400,1.0,0.0,0.0,4,8,1760,620,1979,0.0,98042,47.3555,-122.149,1940,7400
2054,3.2,2,1.0,710,5200,1.0,0.0,2.0,4,6,710,0,1942,0.0,98126,47.5376,-122.371,1610,5200
9483,3.8,3,1.0,1380,8147,1.0,0.0,0.0,4,7,1380,0,1948,0.0,98155,47.7407,-122.3,1360,8147
11467,5.458,4,2.5,1980,4500,2.0,0.0,0.0,3,8,1980,0,1989,0.0,98029,47.57899999999999,-122.001,1770,4595
1743,5.411,4,2.25,2510,9800,2.0,0.0,0.0,3,9,2510,0,1978,0.0,98072,47.753,-122.145,2440,11000
3243,2.9995,3,1.5,1940,8951,1.0,0.0,0.0,3,7,1300,640,1958,0.0,98168,47.473,-122.328,2000,8319
10934,10.1,4,2.5,2480,12688,1.0,0.0,0.0,4,9,1820,660,1967,0.0,98004,47.6344,-122.205,2910,11979
1367,3.34,4,1.5,1150,9360,1.5,0.0,0.0,3,6,1150,0,1970,0.0,98034,47.7197,-122.173,1480,8155
9117,5.01,4,1.0,2070,7519,1.0,0.0,0.0,3,7,1160,910,1963,0.0,98008,47.632,-122.119,1730,7519
20932,6.05,3,2.75,2450,5750,2.0,0.0,0.0,3,9,2450,0,2013,0.0,98065,47.5439,-121.862,3200,8036
13704,7.75,5,3.5,3290,5600,2.0,0.0,0.0,3,9,2670,620,2004,0.0,98052,47.7056,-122.119,3130,5600
12658,6.865,2,1.75,1390,5025,1.5,0.0,0.0,4,8,1390,0,1928,0.0,98105,47.6701,-122.288,2160,5000
18473,4.73,3,3.0,1380,1081,3.0,0.0,0.0,3,8,1380,0,2005,0.0,98107,47.6692,-122.39,1390,1140
4032,8.2505,4,3.25,2860,3680,2.0,0.0,0.0,3,9,1980,880,1925,1993.0,98115,47.6752,-122.3,2010,3680
9690,3.9,2,1.5,1050,934,2.0,0.0,0.0,3,8,960,90,2007,0.0,98122,47.6029,-122.309,1470,1885
11345,2.4695,3,3.5,1790,1682,2.0,0.0,0.0,3,7,1480,310,2006,0.0,98108,47.542,-122.321,1150,4000
1989,2.99,3,1.75,1730,14270,1.0,0.0,0.0,3,7,1730,0,1959,0.0,98065,47.5318,-121.833,1600,11232
13693,6.0,2,1.75,1180,5000,1.0,0.0,0.0,2,7,880,300,1925,0.0,98107,47.6749,-122.398,1470,5000
18956,9.59,3,2.5,2830,3750,3.0,0.0,0.0,3,10,2830,0,2014,0.0,98117,47.6799,-122.385,1780,5000
19342,14.0,5,3.25,4140,32700,1.0,0.0,4.0,3,10,2190,1950,1973,0.0,98177,47.7633,-122.369,3220,22077
9403,2.7,3,2.25,1760,8287,1.0,0.0,0.0,3,7,1160,600,1986,0.0,98188,47.4501,-122.274,1290,9587
5697,24.7,5,4.75,6390,13180,2.0,0.0,0.0,3,10,4560,1830,1940,0.0,98112,47.6312,-122.291,4010,8137
12163,4.9,3,2.5,2080,12032,2.0,0.0,0.0,3,8,2080,0,1978,0.0,98077,47.7455,-122.073,2320,9900
3480,5.68,3,1.75,1760,235224,1.0,0.0,0.0,3,7,1760,0,1973,0.0,98053,47.6735,-122.041,2320,87120
14906,8.75,3,2.5,1690,10592,1.0,0.0,0.0,3,8,1690,0,1973,2009.0,98040,47.58,-122.231,2260,9945
18628,7.975,4,2.5,3270,8223,2.0,0.0,0.0,3,10,3270,0,1998,0.0,98075,47.6018,-122.073,3460,8872
11600,5.4,3,1.5,2600,5085,1.0,0.0,0.0,4,7,1400,1200,1940,0.0,98126,47.5659,-122.376,1320,4000
10499,12.3,4,2.25,3490,6906,2.0,0.0,0.0,4,10,2280,1210,1928,0.0,98199,47.6424,-122.407,2540,6223
19847,6.49,3,2.0,1530,1442,3.0,0.0,0.0,3,9,1530,0,2015,0.0,98107,47.6692,-122.372,1620,1456
877,2.29,3,1.0,1020,8100,1.0,0.0,0.0,3,7,1020,0,1954,0.0,98198,47.3586,-122.314,1020,8100
7583,3.9,3,2.25,1640,2875,2.0,0.0,0.0,3,6,1240,400,1983,0.0,98118,47.5686,-122.286,1500,3960
4400,7.96,3,1.0,1980,3243,1.5,0.0,0.0,3,8,1980,0,1912,0.0,98102,47.6429,-122.327,1380,1249
6037,7.5,4,1.75,2100,6613,2.0,0.0,0.0,3,8,2100,0,1909,2004.0,98116,47.567,-122.385,1630,5750
5842,5.725,3,2.5,2490,7589,2.0,0.0,0.0,3,9,2490,0,1991,0.0,98056,47.5355,-122.179,2500,10386
5813,3.385,4,2.5,2390,6111,2.0,0.0,0.0,3,8,2390,0,1997,0.0,98030,47.3677,-122.173,2520,6500
2130,2.5,2,1.0,670,4640,1.0,0.0,0.0,3,6,670,0,1943,0.0,98106,47.53,-122.351,870,4501
15262,5.13,4,2.5,1930,8040,1.0,0.0,0.0,3,7,1380,550,1978,0.0,98034,47.7283,-122.218,2080,7200
17405,2.19,3,1.0,1080,10639,1.5,0.0,0.0,3,7,1080,0,1953,0.0,98002,47.3171,-122.219,1470,10600
18786,2.30005,2,1.0,1030,6000,1.0,0.0,0.0,2,7,830,200,1951,0.0,98118,47.5291,-122.268,1770,5000
3936,4.335,3,1.75,1540,9450,1.0,0.0,0.0,4,6,1040,500,1919,0.0,98103,47.6985,-122.348,1200,5400
13423,4.81,2,2.25,1290,1137,3.0,0.0,0.0,3,8,1290,0,2007,0.0,98107,47.6718,-122.382,1290,1332
17450,3.8995,3,1.75,1580,9049,1.0,0.0,0.0,3,8,1580,0,1966,0.0,98177,47.7776,-122.375,2100,8446
21165,7.25,4,2.5,2870,5118,2.0,0.0,0.0,3,9,2870,0,2006,0.0,98029,47.5544,-121.99,2940,4800
